    PID TTY      STAT   TIME COMMAND
   1277 ?        Sl     1:41 xfce4-terminal --geometry=80x24 --display :0.0 --role=xfce4-terminal-1663544766-3683546766 --show-menubar --show-borders --hide-toolbar --working-directory /opt/julia-1.8.1/bin (deleted) --tab --active-tab --working-directory /home/denis --sm-client-id 28c57a797-c1cd-4c9b-95de-b96ae99dd5fa LANGUAGE=en_US USER=denis LC_TIME=ru_RU.UTF-8 XDG_SEAT=seat0 XDG_SESSION_TYPE=x11 SHLVL=0 HOME=/home/denis DESKTOP_SESSION=xubuntu XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 LC_MONETARY=ru_RU.UTF-8 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus QT_QPA_PLATFORMTHEME=gtk2 LOGNAME=denis XDG_SESSION_CLASS=user CLUTTER_BACKEND=x11 GTK_OVERLAY_SCROLLING=0 XDG_SESSION_ID=c2 PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin GDM_LANG=en_US XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 LC_ADDRESS=ru_RU.UTF-8 XDG_RUNTIME_DIR=/run/user/1000 XDG_MENU_PREFIX=xfce- DISPLAY=:0 LANG=en_US.UTF-8 XDG_CURRENT_DESKTOP=XFCE LC_TELEPHONE=ru_RU.UTF-8 XDG_SESSION_DESKTOP=xubuntu XAUTHORITY=/home/denis/.Xauthority XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis SHELL=/bin/bash LC_NAME=ru_RU.UTF-8 QT_ACCESSIBILITY=1 GDMSESSION=xubuntu LC_MEASUREMENT=ru_RU.UTF-8 GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 LC_IDENTIFICATION=ru_RU.UTF-8 XDG_VTNR=7 PWD=/home/denis XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg:/etc/xdg XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop:/usr/share LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 SESSION_MANAGER=local/inwin:@/tmp/.ICE-unix/1107,unix/inwin:/tmp/.ICE-unix/1107 SSH_AUTH_SOCK=/run/user/1000/keyring/ssh
   1280 ?        Sl     0:00 xfce4-power-manager --restart --sm-client-id 20c30cb59-e1f7-4c7b-9b73-b17f906b901a LANGUAGE=en_US USER=denis LC_TIME=ru_RU.UTF-8 XDG_SEAT=seat0 XDG_SESSION_TYPE=x11 SHLVL=0 HOME=/home/denis DESKTOP_SESSION=xubuntu XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 LC_MONETARY=ru_RU.UTF-8 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus QT_QPA_PLATFORMTHEME=gtk2 LOGNAME=denis XDG_SESSION_CLASS=user CLUTTER_BACKEND=x11 GTK_OVERLAY_SCROLLING=0 XDG_SESSION_ID=c2 PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin GDM_LANG=en_US XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 LC_ADDRESS=ru_RU.UTF-8 XDG_RUNTIME_DIR=/run/user/1000 XDG_MENU_PREFIX=xfce- DISPLAY=:0 LANG=en_US.UTF-8 XDG_CURRENT_DESKTOP=XFCE LC_TELEPHONE=ru_RU.UTF-8 XDG_SESSION_DESKTOP=xubuntu XAUTHORITY=/home/denis/.Xauthority XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis SHELL=/bin/bash LC_NAME=ru_RU.UTF-8 QT_ACCESSIBILITY=1 GDMSESSION=xubuntu LC_MEASUREMENT=ru_RU.UTF-8 GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 LC_IDENTIFICATION=ru_RU.UTF-8 XDG_VTNR=7 PWD=/home/denis XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg:/etc/xdg XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop:/usr/share LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 SESSION_MANAGER=local/inwin:@/tmp/.ICE-unix/1107,unix/inwin:/tmp/.ICE-unix/1107 SSH_AUTH_SOCK=/run/user/1000/keyring/ssh
   1283 ?        Ssl    0:00 /usr/lib/x86_64-linux-gnu/xfce4/notifyd/xfce4-notifyd HOME=/home/denis LANG=en_US.UTF-8 LC_ADDRESS=ru_RU.UTF-8 LC_IDENTIFICATION=ru_RU.UTF-8 LC_MEASUREMENT=ru_RU.UTF-8 LC_MONETARY=ru_RU.UTF-8 LC_NAME=ru_RU.UTF-8 LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 LC_TELEPHONE=ru_RU.UTF-8 LC_TIME=ru_RU.UTF-8 LOGNAME=denis PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin SHELL=/bin/bash SYSTEMD_EXEC_PID=1283 USER=denis XDG_RUNTIME_DIR=/run/user/1000 QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop CLUTTER_BACKEND=x11 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus DESKTOP_SESSION=xubuntu DISPLAY=:0 GDMSESSION=xubuntu GDM_LANG=en_US GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 GTK_OVERLAY_SCROLLING=0 LANGUAGE=en_US PWD=/home/denis QT_QPA_PLATFORMTHEME=gtk2 SHLVL=1 XAUTHLOCALHOSTNAME= XAUTHORITY=/home/denis/.Xauthority XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg XDG_CURRENT_DESKTOP=XFCE XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 XDG_SESSION_CLASS=user XDG_SESSION_DESKTOP=xubuntu XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 XDG_SESSION_TYPE=x11 _=/usr/bin/dbus-update-activation-environment MANAGERPID=1089 INVOCATION_ID=1878e5416dd549b0acbcaef4a6b9dcd3 JOURNAL_STREAM=8:26576
   1309 ?        Sl     0:00 /usr/libexec/gvfsd-trash --spawner :1.16 /org/gtk/gvfs/exec_spaw/0 HOME=/home/denis LANG=en_US.UTF-8 LC_ADDRESS=ru_RU.UTF-8 LC_IDENTIFICATION=ru_RU.UTF-8 LC_MEASUREMENT=ru_RU.UTF-8 LC_MONETARY=ru_RU.UTF-8 LC_NAME=ru_RU.UTF-8 LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 LC_TELEPHONE=ru_RU.UTF-8 LC_TIME=ru_RU.UTF-8 LOGNAME=denis PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin SHELL=/bin/bash SYSTEMD_EXEC_PID=1208 USER=denis XDG_RUNTIME_DIR=/run/user/1000 QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop CLUTTER_BACKEND=x11 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus DESKTOP_SESSION=xubuntu DISPLAY=:0 GDMSESSION=xubuntu GDM_LANG=en_US GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 GTK_OVERLAY_SCROLLING=0 LANGUAGE=en_US PWD=/home/denis QT_QPA_PLATFORMTHEME=gtk2 SHLVL=1 XAUTHLOCALHOSTNAME= XAUTHORITY=/home/denis/.Xauthority XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg XDG_CURRENT_DESKTOP=XFCE XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 XDG_SESSION_CLASS=user XDG_SESSION_DESKTOP=xubuntu XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 XDG_SESSION_TYPE=x11 _=/usr/bin/dbus-update-activation-environment MANAGERPID=1089 INVOCATION_ID=681e710a8ec1451cb4fc2032a3c224ce JOURNAL_STREAM=8:27376
   1317 ?        Ssl    0:04 xcape -e Super_L Control_L Escape LANGUAGE=en_US USER=denis LC_TIME=ru_RU.UTF-8 XDG_SEAT=seat0 XDG_SESSION_TYPE=x11 SHLVL=0 HOME=/home/denis DESKTOP_SESSION=xubuntu XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 LC_MONETARY=ru_RU.UTF-8 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus QT_QPA_PLATFORMTHEME=gtk2 LOGNAME=denis XDG_SESSION_CLASS=user CLUTTER_BACKEND=x11 GTK_OVERLAY_SCROLLING=0 XDG_SESSION_ID=c2 PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin GDM_LANG=en_US XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 LC_ADDRESS=ru_RU.UTF-8 XDG_RUNTIME_DIR=/run/user/1000 XDG_MENU_PREFIX=xfce- LANG=en_US.UTF-8 XDG_CURRENT_DESKTOP=XFCE LC_TELEPHONE=ru_RU.UTF-8 XDG_SESSION_DESKTOP=xubuntu XAUTHORITY=/home/denis/.Xauthority XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis SHELL=/bin/bash LC_NAME=ru_RU.UTF-8 QT_ACCESSIBILITY=1 GDMSESSION=xubuntu LC_MEASUREMENT=ru_RU.UTF-8 GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 LC_IDENTIFICATION=ru_RU.UTF-8 XDG_VTNR=7 PWD=/home/denis XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg:/etc/xdg XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop:/usr/share LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 SESSION_MANAGER=local/inwin:@/tmp/.ICE-unix/1107,unix/inwin:/tmp/.ICE-unix/1107 SSH_AUTH_SOCK=/run/user/1000/keyring/ssh DISPLAY=:0.0
   1320 ?        Sl     0:00 /usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1 LANGUAGE=en_US USER=denis LC_TIME=ru_RU.UTF-8 XDG_SEAT=seat0 XDG_SESSION_TYPE=x11 SHLVL=0 HOME=/home/denis DESKTOP_SESSION=xubuntu XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 LC_MONETARY=ru_RU.UTF-8 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus QT_QPA_PLATFORMTHEME=gtk2 LOGNAME=denis XDG_SESSION_CLASS=user CLUTTER_BACKEND=x11 GTK_OVERLAY_SCROLLING=0 XDG_SESSION_ID=c2 PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin GDM_LANG=en_US XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 LC_ADDRESS=ru_RU.UTF-8 XDG_RUNTIME_DIR=/run/user/1000 XDG_MENU_PREFIX=xfce- LANG=en_US.UTF-8 XDG_CURRENT_DESKTOP=XFCE LC_TELEPHONE=ru_RU.UTF-8 XDG_SESSION_DESKTOP=xubuntu XAUTHORITY=/home/denis/.Xauthority XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis SHELL=/bin/bash LC_NAME=ru_RU.UTF-8 QT_ACCESSIBILITY=1 GDMSESSION=xubuntu LC_MEASUREMENT=ru_RU.UTF-8 GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 LC_IDENTIFICATION=ru_RU.UTF-8 XDG_VTNR=7 PWD=/home/denis XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg:/etc/xdg XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop:/usr/share LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 SESSION_MANAGER=local/inwin:@/tmp/.ICE-unix/1107,unix/inwin:/tmp/.ICE-unix/1107 SSH_AUTH_SOCK=/run/user/1000/keyring/ssh DISPLAY=:0.0
   1321 ?        Sl     0:01 nm-applet LANGUAGE=en_US USER=denis LC_TIME=ru_RU.UTF-8 XDG_SEAT=seat0 XDG_SESSION_TYPE=x11 SHLVL=0 HOME=/home/denis DESKTOP_SESSION=xubuntu XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 LC_MONETARY=ru_RU.UTF-8 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus QT_QPA_PLATFORMTHEME=gtk2 LOGNAME=denis XDG_SESSION_CLASS=user CLUTTER_BACKEND=x11 GTK_OVERLAY_SCROLLING=0 XDG_SESSION_ID=c2 PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin GDM_LANG=en_US XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 LC_ADDRESS=ru_RU.UTF-8 XDG_RUNTIME_DIR=/run/user/1000 XDG_MENU_PREFIX=xfce- LANG=en_US.UTF-8 XDG_CURRENT_DESKTOP=XFCE LC_TELEPHONE=ru_RU.UTF-8 XDG_SESSION_DESKTOP=xubuntu XAUTHORITY=/home/denis/.Xauthority XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis SHELL=/bin/bash LC_NAME=ru_RU.UTF-8 QT_ACCESSIBILITY=1 GDMSESSION=xubuntu LC_MEASUREMENT=ru_RU.UTF-8 GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 LC_IDENTIFICATION=ru_RU.UTF-8 XDG_VTNR=7 PWD=/home/denis XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg:/etc/xdg XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop:/usr/share LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 SESSION_MANAGER=local/inwin:@/tmp/.ICE-unix/1107,unix/inwin:/tmp/.ICE-unix/1107 SSH_AUTH_SOCK=/run/user/1000/keyring/ssh DISPLAY=:0.0
   1341 ?        Sl     0:00 /usr/libexec/ayatana-indicator-application/ayatana-indicator-application-service LANGUAGE=en_US USER=denis LC_TIME=ru_RU.UTF-8 XDG_SEAT=seat0 XDG_SESSION_TYPE=x11 SHLVL=0 HOME=/home/denis DESKTOP_SESSION=xubuntu XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 LC_MONETARY=ru_RU.UTF-8 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus QT_QPA_PLATFORMTHEME=gtk2 LOGNAME=denis XDG_SESSION_CLASS=user CLUTTER_BACKEND=x11 GTK_OVERLAY_SCROLLING=0 XDG_SESSION_ID=c2 PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin GDM_LANG=en_US XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 LC_ADDRESS=ru_RU.UTF-8 XDG_RUNTIME_DIR=/run/user/1000 XDG_MENU_PREFIX=xfce- LANG=en_US.UTF-8 XDG_CURRENT_DESKTOP=XFCE LC_TELEPHONE=ru_RU.UTF-8 XDG_SESSION_DESKTOP=xubuntu XAUTHORITY=/home/denis/.Xauthority XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis SHELL=/bin/bash LC_NAME=ru_RU.UTF-8 QT_ACCESSIBILITY=1 GDMSESSION=xubuntu LC_MEASUREMENT=ru_RU.UTF-8 GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 LC_IDENTIFICATION=ru_RU.UTF-8 XDG_VTNR=7 PWD=/home/denis XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg:/etc/xdg XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop:/usr/share LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 SESSION_MANAGER=local/inwin:@/tmp/.ICE-unix/1107,unix/inwin:/tmp/.ICE-unix/1107 SSH_AUTH_SOCK=/run/user/1000/keyring/ssh DISPLAY=:0.0
   1372 ?        Sl     0:00 xiccd LANGUAGE=en_US USER=denis LC_TIME=ru_RU.UTF-8 XDG_SEAT=seat0 XDG_SESSION_TYPE=x11 SHLVL=0 HOME=/home/denis DESKTOP_SESSION=xubuntu XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 LC_MONETARY=ru_RU.UTF-8 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus QT_QPA_PLATFORMTHEME=gtk2 LOGNAME=denis XDG_SESSION_CLASS=user CLUTTER_BACKEND=x11 GTK_OVERLAY_SCROLLING=0 XDG_SESSION_ID=c2 PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin GDM_LANG=en_US XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 LC_ADDRESS=ru_RU.UTF-8 XDG_RUNTIME_DIR=/run/user/1000 XDG_MENU_PREFIX=xfce- LANG=en_US.UTF-8 XDG_CURRENT_DESKTOP=XFCE LC_TELEPHONE=ru_RU.UTF-8 XDG_SESSION_DESKTOP=xubuntu XAUTHORITY=/home/denis/.Xauthority XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis SHELL=/bin/bash LC_NAME=ru_RU.UTF-8 QT_ACCESSIBILITY=1 GDMSESSION=xubuntu LC_MEASUREMENT=ru_RU.UTF-8 GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 LC_IDENTIFICATION=ru_RU.UTF-8 XDG_VTNR=7 PWD=/home/denis XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg:/etc/xdg XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop:/usr/share LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 SESSION_MANAGER=local/inwin:@/tmp/.ICE-unix/1107,unix/inwin:/tmp/.ICE-unix/1107 SSH_AUTH_SOCK=/run/user/1000/keyring/ssh DISPLAY=:0.0
   1455 ?        Ssl    0:00 /usr/libexec/xdg-document-portal HOME=/home/denis LANG=en_US.UTF-8 LC_ADDRESS=ru_RU.UTF-8 LC_IDENTIFICATION=ru_RU.UTF-8 LC_MEASUREMENT=ru_RU.UTF-8 LC_MONETARY=ru_RU.UTF-8 LC_NAME=ru_RU.UTF-8 LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 LC_TELEPHONE=ru_RU.UTF-8 LC_TIME=ru_RU.UTF-8 LOGNAME=denis PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin SHELL=/bin/bash SYSTEMD_EXEC_PID=1455 USER=denis XDG_RUNTIME_DIR=/run/user/1000 QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop CLUTTER_BACKEND=x11 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus DESKTOP_SESSION=xubuntu DISPLAY=:0 GDMSESSION=xubuntu GDM_LANG=en_US GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 GTK_OVERLAY_SCROLLING=0 LANGUAGE=en_US PWD=/home/denis QT_QPA_PLATFORMTHEME=gtk2 SHLVL=1 XAUTHLOCALHOSTNAME= XAUTHORITY=/home/denis/.Xauthority XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg XDG_CURRENT_DESKTOP=XFCE XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 XDG_SESSION_CLASS=user XDG_SESSION_DESKTOP=xubuntu XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 XDG_SESSION_TYPE=x11 _=/usr/bin/dbus-update-activation-environment MANAGERPID=1089 INVOCATION_ID=a9d15450169e47feb011cf5df668694c JOURNAL_STREAM=8:28851
   1458 ?        Ssl    0:00 /usr/libexec/xdg-permission-store HOME=/home/denis LANG=en_US.UTF-8 LC_ADDRESS=ru_RU.UTF-8 LC_IDENTIFICATION=ru_RU.UTF-8 LC_MEASUREMENT=ru_RU.UTF-8 LC_MONETARY=ru_RU.UTF-8 LC_NAME=ru_RU.UTF-8 LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 LC_TELEPHONE=ru_RU.UTF-8 LC_TIME=ru_RU.UTF-8 LOGNAME=denis PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin SHELL=/bin/bash SYSTEMD_EXEC_PID=1458 USER=denis XDG_RUNTIME_DIR=/run/user/1000 QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop CLUTTER_BACKEND=x11 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus DESKTOP_SESSION=xubuntu DISPLAY=:0 GDMSESSION=xubuntu GDM_LANG=en_US GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 GTK_OVERLAY_SCROLLING=0 LANGUAGE=en_US PWD=/home/denis QT_QPA_PLATFORMTHEME=gtk2 SHLVL=1 XAUTHLOCALHOSTNAME= XAUTHORITY=/home/denis/.Xauthority XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg XDG_CURRENT_DESKTOP=XFCE XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 XDG_SESSION_CLASS=user XDG_SESSION_DESKTOP=xubuntu XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 XDG_SESSION_TYPE=x11 _=/usr/bin/dbus-update-activation-environment MANAGERPID=1089 INVOCATION_ID=248e4b24ced04784bea1cebfd13e6fa6 JOURNAL_STREAM=8:28856
   1558 ?        Ssl    0:00 /usr/libexec/xdg-desktop-portal HOME=/home/denis LANG=en_US.UTF-8 LC_ADDRESS=ru_RU.UTF-8 LC_IDENTIFICATION=ru_RU.UTF-8 LC_MEASUREMENT=ru_RU.UTF-8 LC_MONETARY=ru_RU.UTF-8 LC_NAME=ru_RU.UTF-8 LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 LC_TELEPHONE=ru_RU.UTF-8 LC_TIME=ru_RU.UTF-8 LOGNAME=denis PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin SHELL=/bin/bash SYSTEMD_EXEC_PID=1558 USER=denis XDG_RUNTIME_DIR=/run/user/1000 QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop CLUTTER_BACKEND=x11 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus DESKTOP_SESSION=xubuntu DISPLAY=:0 GDMSESSION=xubuntu GDM_LANG=en_US GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 GTK_OVERLAY_SCROLLING=0 LANGUAGE=en_US PWD=/home/denis QT_QPA_PLATFORMTHEME=gtk2 SHLVL=1 XAUTHLOCALHOSTNAME= XAUTHORITY=/home/denis/.Xauthority XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg XDG_CURRENT_DESKTOP=XFCE XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 XDG_SESSION_CLASS=user XDG_SESSION_DESKTOP=xubuntu XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 XDG_SESSION_TYPE=x11 _=/usr/bin/dbus-update-activation-environment MANAGERPID=1089 INVOCATION_ID=e07704c3077f4933a20e4c4a91869c01 JOURNAL_STREAM=8:28958
   1562 ?        Ssl    0:00 /usr/libexec/xdg-desktop-portal-gtk HOME=/home/denis LANG=en_US.UTF-8 LC_ADDRESS=ru_RU.UTF-8 LC_IDENTIFICATION=ru_RU.UTF-8 LC_MEASUREMENT=ru_RU.UTF-8 LC_MONETARY=ru_RU.UTF-8 LC_NAME=ru_RU.UTF-8 LC_NUMERIC=ru_RU.UTF-8 LC_PAPER=ru_RU.UTF-8 LC_TELEPHONE=ru_RU.UTF-8 LC_TIME=ru_RU.UTF-8 LOGNAME=denis PATH=/home/denis/.cargo/bin:/home/denis/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin SHELL=/bin/bash SYSTEMD_EXEC_PID=1562 USER=denis XDG_RUNTIME_DIR=/run/user/1000 QT_ACCESSIBILITY=1 XDG_DATA_DIRS=/usr/share/xubuntu:/usr/share/xfce4:/usr/local/share:/usr/share:/var/lib/snapd/desktop CLUTTER_BACKEND=x11 DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus DESKTOP_SESSION=xubuntu DISPLAY=:0 GDMSESSION=xubuntu GDM_LANG=en_US GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1 GTK_OVERLAY_SCROLLING=0 LANGUAGE=en_US PWD=/home/denis QT_QPA_PLATFORMTHEME=gtk2 SHLVL=1 XAUTHLOCALHOSTNAME= XAUTHORITY=/home/denis/.Xauthority XDG_CONFIG_DIRS=/etc/xdg/xdg-xubuntu:/etc/xdg XDG_CURRENT_DESKTOP=XFCE XDG_GREETER_DATA_DIR=/var/lib/lightdm-data/denis XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0 XDG_SESSION_CLASS=user XDG_SESSION_DESKTOP=xubuntu XDG_SESSION_PATH=/org/freedesktop/DisplayManager/Session0 XDG_SESSION_TYPE=x11 _=/usr/bin/dbus-update-activation-environment MANAGERPID=1089 INVOCATION_ID=d73a3ef60c07491eab383b8940f94f1a JOURNAL_STREAM=8:28967
